1,2563,698.27,462.29,46.05,131.51,1,-1,-1,-1
1,2562,655.72,470.11,62.11,147.28,1,-1,-1,-1
1,2561,1849.09,426.98,64.15,248.74,1,-1,-1,-1
1,2560,1686.16,432.89,75.11,153.88,1,-1,-1,-1
1,2559,1261.67,424.87,46.40,104.84,1,-1,-1,-1
1,2558,574.81,433.99,110.00,278.61,1,-1,-1,-1
1,2557,442.75,460.53,110.71,262.93,1,-1,-1,-1
1,2556,1459.30,441.64,119.05,340.05,1,-1,-1,-1
1,2555,1312.61,434.46,203.63,350.96,1,-1,-1,-1
2,2564,1294.00,419.42,55.47,117.23,1,-1,-1,-1
2,2563,700.24,463.27,47.67,132.20,1,-1,-1,-1
2,2562,627.56,456.62,75.90,191.68,1,-1,-1,-1
2,2561,1851.26,443.08,59.96,229.38,1,-1,-1,-1
2,2560,1685.57,429.27,77.10,156.08,1,-1,-1,-1
2,2559,1268.95,429.20,49.02,109.30,1,-1,-1,-1
2,2558,574.82,461.24,93.38,253.97,1,-1,-1,-1
2,2557,443.89,453.95,114.32,267.44,1,-1,-1,-1
2,2556,1472.50,445.03,111.78,311.41,1,-1,-1,-1
2,2555,1324.59,447.79,188.18,337.69,1,-1,-1,-1
3,2566,1072.86,460.92,40.65,112.48,1,-1,-1,-1
3,2565,677.63,461.18,53.22,145.79,1,-1,-1,-1
3,2563,707.58,472.26,40.17,118.30,1,-1,-1,-1
3,2562,630.24,454.53,77.57,194.61,1,-1,-1,-1
3,2561,1851.31,435.61,62.04,238.95,1,-1,-1,-1
3,2560,1680.13,425.27,83.28,161.93,1,-1,-1,-1
3,2559,1262.68,421.65,50.13,107.47,1,-1,-1,-1
3,2558,575.18,470.02,88.26,247.98,1,-1,-1,-1
3,2557,444.13,459.55,111.98,262.99,1,-1,-1,-1
3,2556,1479.20,437.09,117.08,326.45,1,-1,-1,-1
3,2555,1332.67,438.98,205.58,348.53,1,-1,-1,-1
4,2563,701.63,467.98,41.53,121.29,1,-1,-1,-1
4,2562,633.91,449.25,78.28,196.60,1,-1,-1,-1
4,2561,1851.27,433.06,62.73,245.20,1,-1,-1,-1
4,2560,1676.36,421.64,88.77,173.53,1,-1,-1,-1
4,2559,1255.30,432.62,43.20,86.13,1,-1,-1,-1
4,2558,575.99,471.36,85.31,245.57,1,-1,-1,-1
4,2557,413.43,439.78,139.60,292.47,1,-1,-1,-1
4,2556,1480.52,441.89,116.49,334.61,1,-1,-1,-1
4,2555,1330.58,435.10,203.16,362.40,1,-1,-1,-1
5,2563,705.77,472.01,38.74,111.96,1,-1,-1,-1
5,2562,638.83,450.85,77.55,190.61,1,-1,-1,-1
5,2561,1851.39,423.87,62.40,238.69,1,-1,-1,-1
5,2560,1671.89,420.70,88.16,175.56,1,-1,-1,-1
5,2558,581.71,452.08,90.54,258.09,1,-1,-1,-1
5,2557,403.28,435.74,151.12,296.58,1,-1,-1,-1
5,2556,1492.56,438.86,112.90,324.56,1,-1,-1,-1
5,2555,1350.32,433.86,191.34,350.89,1,-1,-1,-1
6,2564,1259.19,426.30,48.19,105.03,1,-1,-1,-1
6,2563,704.13,468.23,43.36,124.46,1,-1,-1,-1
6,2562,641.90,454.04,71.69,183.24,1,-1,-1,-1
6,2561,1851.15,423.36,62.59,235.00,1,-1,-1,-1
6,2560,1668.19,419.67,99.56,184.93,1,-1,-1,-1
6,2558,583.20,446.02,91.38,263.33,1,-1,-1,-1
6,2557,421.36,438.27,152.01,288.14,1,-1,-1,-1
6,2556,1502.09,436.17,113.72,327.01,1,-1,-1,-1
6,2555,1361.69,430.27,190.80,365.95,1,-1,-1,-1
7,2564,1261.84,431.24,42.17,94.16,1,-1,-1,-1
